PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,PositionCategory,PhotoUrl,ByeWeek,AverageDraftPosition,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,FanDuelPlayerID,DraftKingsPlayerID,InjuryStatus,FanDuelName,DraftKingsName,TeamID
19892,NE,7,Carlton,Davis III,CB,Active,"6'1""",206,1996-12-31T00:00:00,Auburn,7,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19892.png,14,,TB,2018,2,63,False,,,,,,21
19893,HOU,29,M.J.,Stewart,S,Active,"5'11""",205,1995-09-16T00:00:00,North Carolina,8,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19893.png,6,,TB,2018,2,53,False,,,,,,13
19894,,,Geron,Christian,OT,Inactive,"6'5""",315,1996-09-10T00:00:00,Louisville,8,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19894.png,10,,WAS,2018,3,74,False,,,,,,
19895,BAL,68,Joseph,Noteboom,OL,Active,"6'5""",321,1995-06-19T00:00:00,TCU,8,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19895.png,7,,LAR,2018,3,89,False,,,,,,3
19896,TEN,49,Arden,Key,OLB,Active,"6'5""",240,1996-05-03T00:00:00,LSU,8,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19896.png,10,,LV,2018,3,87,False,,,,,,34
19897,,,Tre'Quan,Smith,WR,Inactive,"6'2""",210,1996-01-07T00:00:00,Central Florida,6,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19897.png,5,533.0,NO,2018,3,91,False,57342,838415,,Tre'Quan Smith,Tre'Quan Smith,
19898,,,Mason,Cole,OL,Inactive,"6'5""",298,1996-03-28T00:00:00,Michigan,7,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19898.png,,,ARI,2018,3,97,False,,,,,,
19899,,,Deadrin,Senat,NT,Inactive,"6'0""",328,1994-07-22T00:00:00,South Florida,6,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19899.png,14,,ATL,2018,3,90,False,,,,,,
19900,MIN,97,Harrison,Phillips,DL,Active,"6'3""",307,1996-01-25T00:00:00,Stanford,8,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19900.png,6,,BUF,2018,3,96,False,,,,,,20
19901,NO,27,Isaac,Yiadom,CB,Active,"6'1""",188,1996-02-20T00:00:00,Boston College,8,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19901.png,11,,DEN,2018,3,99,False,,,,,,22
19902,CIN,42,Oren,Burks,LB,Active,"6'3""",233,1995-03-21T00:00:00,Vanderbilt,8,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19902.png,10,,GB,2018,3,88,False,,,,,,7
19903,,,Jordan,Akins,TE,Inactive,"6'4""",245,1992-04-19T00:00:00,Central Florida,8,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19903.png,10,752.0,HOU,2018,3,98,False,57338,838396,,Jordan Akins,Jordan Akins,
19904,,,Ronnie,Harrison Jr.,S,Inactive,"6'2""",207,1997-04-18T00:00:00,Alabama,7,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19904.png,14,,JAX,2018,3,93,False,,,,,,
19906,NYJ,79,Chukwuma,Okorafor,OL,Active,"6'6""",320,1997-08-08T00:00:00,Western Michigan,7,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19906.png,9,,PIT,2018,3,92,False,,,,,,24
19907,,,Tarvarius,Moore,S,Inactive,"6'1""",208,1996-08-16T00:00:00,Southern Mississippi,6,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19907.png,5,,SF,2018,3,95,False,,,,,,
19908,LV,65,Alex,Cappa,G,Active,"6'6""",312,1995-01-27T00:00:00,Humboldt State,8,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19908.png,8,,TB,2018,3,94,False,,,,,,25
19910,LV,80,Ian,Thomas,TE,Active,"6'3""",253,1996-06-06T00:00:00,Indiana,8,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19910.png,8,756.0,CAR,2018,4,101,False,72515,943093,,Ian Thomas,Ian Thomas,25
19911,WAS,96,Jalyn,Holmes,DE,Active,"6'5""",283,1996-01-25T00:00:00,Ohio State,6,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19911.png,12,,MIN,2018,4,102,False,,,,,,35
19912,LAC,31,Nyheim,Hines,RB,Active,"5'8""",198,1996-11-12T00:00:00,North Carolina State,6,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19912.png,12,734.0,IND,2018,4,104,False,63625,880146,,Nyheim Miller-Hines,Nyheim Miller-Hines,29
19916,,,DaeSean,Hamilton,WR,Inactive,"6'1""",206,1995-03-10T00:00:00,Penn State,5,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19916.png,,,DEN,2018,4,113,False,41741,748755,,DaeSean Hamilton,DaeSean Hamilton,
19917,,,Antonio,Callaway,WR,Inactive,"5'11""",200,1997-01-09T00:00:00,Florida,4,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19917.png,,,CLE,2018,4,105,False,63360,879022,,Antonio Callaway,Antonio Callaway,
19918,ARI,10,Josh,Sweat,OLB,Active,"6'5""",265,1997-03-29T00:00:00,Florida State,8,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19918.png,8,,PHI,2018,4,130,False,,,,,,1
19919,,,Chase,Edmonds,RB,Inactive,"5'9""",201,1996-04-13T00:00:00,Fordham,8,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19919.png,11,755.0,ARI,2018,4,134,False,83081,832900,,Chase Edmonds,Chase Edmonds,
19920,HOU,86,Dalton,Schultz,TE,Active,"6'5""",242,1996-07-11T00:00:00,Stanford,8,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19920.png,6,211.0,DAL,2018,4,137,False,55042,830523,,Dalton Schultz,Dalton Schultz,13
19921,,,Maurice,Hurst II,DT,Inactive,"6'2""",290,1995-05-09T00:00:00,Michigan,8,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19921.png,10,,LV,2018,5,140,False,,,,,,
19922,HOU,84,Justin,Watson,WR,Active,"6'2""",215,1996-04-04T00:00:00,Pennsylvania,8,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19922.png,6,733.0,TB,2018,5,144,False,83083,832220,,Justin Watson,Justin Watson,13
19926,,,Kenny,Young,LB,Inactive,"6'1""",234,1994-11-15T00:00:00,UCLA,5,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19926.png,,,BAL,2018,4,122,False,,,,,,
19927,,,Anthony,Averett,CB,Inactive,"5'11""",185,1994-11-30T00:00:00,Alabama,6,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19927.png,14,,BAL,2018,4,118,False,,,,,,
19928,BUF,7,Taron,Johnson,CB,Active,"5'11""",192,1996-07-27T00:00:00,Weber State,8,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19928.png,7,,BUF,2018,4,121,False,,,,,,4
19929,,,Marquis,Haynes Sr.,OLB,Inactive,"6'2""",235,1993-12-16T00:00:00,Mississippi,7,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19929.png,11,,CAR,2018,4,136,False,,,,,,
19930,ARI,92,Bilal,Nichols,DT,Physically Unable to Perform,"6'3""",313,1996-09-14T00:00:00,Delaware,8,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19930.png,8,,CHI,2018,5,145,False,,,Out,,,1
19931,,,Joel,Iyiegbuniwe,ILB,Inactive,"6'1""",230,1995-10-12T00:00:00,Western Kentucky,6,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19931.png,5,,CHI,2018,4,115,False,,,,,,
19932,WAS,92,Dorance,Armstrong,DE,Active,"6'4""",255,1997-06-10T00:00:00,Kansas,8,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19932.png,12,,DAL,2018,4,116,False,,,,,,35
19933,,,Josey,Jewell,ILB,Inactive,"6'1""",236,1994-12-25T00:00:00,Iowa,8,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19933.png,14,,DEN,2018,4,106,False,,,,,,
19934,LAC,91,Da'Shawn,Hand,DE,Active,"6'3""",302,1995-11-14T00:00:00,Alabama,8,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19934.png,12,,DET,2018,4,114,False,,,,,,29
19937,,,Keke,Coutee,WR,Inactive,"5'11""",180,1997-01-14T00:00:00,Texas Tech,5,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19937.png,,,HOU,2018,4,103,False,64242,882929,,Keke Coutee,Keke Coutee,
19938,,,Will,Richardson Jr.,OL,Inactive,"6'6""",306,1996-01-04T00:00:00,North Carolina State,5,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19938.png,,,JAX,2018,4,129,False,,,,,,
19939,,,Armani,Watts,S,Inactive,"5'11""",205,1996-03-19T00:00:00,Texas A&M,6,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19939.png,,,KC,2018,4,124,False,,,,,,
19940,,,Kyzir,White,ILB,Inactive,"6'2""",234,1996-03-24T00:00:00,West Virginia,8,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19940.png,11,,LAC,2018,4,119,False,,,,,,
19941,,,Brian,Allen,C,Inactive,"6'2""",303,1995-10-11T00:00:00,Michigan State,6,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19941.png,10,,LAR,2018,4,111,False,,,,,,
19942,DEN,98,John,Franklin-Myers,DE,Active,"6'4""",288,1996-09-26T00:00:00,Stephen F. Austin,8,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19942.png,12,,LAR,2018,4,135,False,,,,,,10
19943,CHI,81,Durham,Smythe,TE,Active,"6'5""",248,1995-08-09T00:00:00,Notre Dame,8,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19943.png,5,754.0,MIA,2018,4,123,False,42046,749968,,Durham Smythe,Durham Smythe,6
19944,,,Ja'Whaun,Bentley,LB,Inactive,"6'2""",250,1996-08-24T00:00:00,Purdue,7,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19944.png,14,,NE,2018,5,143,False,,,,,,
19945,,,Rick,Leonard,OL,Inactive,"6'7""",311,1996-11-22T00:00:00,Florida State,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19945.png,,,NO,2018,4,127,False,,,,,,
19946,,,R.J.,McIntosh,DL,Inactive,"6'4""",293,1996-06-02T00:00:00,Miami (FL),5,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19946.png,,,NYG,2018,5,139,False,,,,,,
19947,,,Chris,Herndon,TE,Inactive,"6'4""",253,1996-02-23T00:00:00,Miami (FL),5,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19947.png,,,NYJ,2018,4,107,False,55336,832080,,Chris Herndon,Chris Herndon,
19949,DET,29,Avonte,Maddox,CB,Active,"5'9""",191,1996-03-31T00:00:00,Pittsburgh,8,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19949.png,8,,PHI,2018,4,125,False,,,,,,11
19950,LAC,89,Will,Dissly,TE,Active,"6'4""",265,1996-07-08T00:00:00,Washington,8,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19950.png,12,443.0,SEA,2018,4,120,False,56708,837806,,Will Dissly,Will Dissly,29
19951,CHI,37,Tre,Flowers,CB,Active,"6'3""",203,1995-06-02T00:00:00,Oklahoma State,8,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19951.png,5,,SEA,2018,5,146,False,,,,,,6
19952,ATL,93,Kentavius,Street,DL,Active,"6'2""",315,1996-05-08T00:00:00,North Carolina State,7,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19952.png,5,,SF,2018,4,128,False,,,,,,2
19953,DET,4,D.J.,Reed,CB,Active,"5'9""",190,1996-11-11T00:00:00,Kansas State,8,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19953.png,8,,SF,2018,5,142,False,,,,,,11
19954,,,Jordan,Whitehead,S,Inactive,"5'10""",198,1997-03-18T00:00:00,Pittsburgh,8,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19954.png,11,,TB,2018,4,117,False,,,,,,
19955,,,Troy,Apke,CB,Inactive,"6'1""",205,1995-04-11T00:00:00,Penn State,6,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19955.png,,,WAS,2018,4,109,False,,,,,,
19956,SEA,4,Michael,Dickson,P,Active,"6'2""",208,1996-01-04T00:00:00,Texas,8,P,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19956.png,8,,SEA,2018,5,149,False,,884283,,,Michael Dickson,30
19957,,,John,Kelly,RB,Inactive,"5'10""",205,1996-10-04T00:00:00,Tennessee,2,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19957.png,10,750.0,LAR,2018,6,176,False,63479,879766,,John Kelly Jr.,John Kelly Jr.,
19960,PIT,25,DeShon,Elliott,S,Active,"6'0""",210,1997-04-21T00:00:00,Texas,8,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19960.png,5,,BAL,2018,6,190,False,,884284,,,DeShon Elliott,28
19961,ATL,34,Ray-Ray,McCloud III,WR,Active,"5'9""",185,1996-10-15T00:00:00,Clemson,8,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19961.png,5,286.0,BUF,2018,6,187,False,62055,867759,,Ray-Ray McCloud III,Ray-Ray McCloud III,2
19962,CLE,77,Wyatt,Teller,G,Active,"6'4""",315,1994-11-21T00:00:00,Virginia Tech,8,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19962.png,9,,BUF,2018,5,166,False,,,,,,8
19963,SF,33,Siran,Neal,CB,Active,"6'0""",206,1994-08-04T00:00:00,Jacksonville State,8,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19963.png,14,,BUF,2018,5,154,False,,,,,,31
19964,,,Jermaine,Carter,LB,Inactive,"6'1""",225,1995-01-14T00:00:00,Maryland,6,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19964.png,,,CAR,2018,5,161,False,,,,,,
19966,,,Andrew,Brown,DL,Inactive,"6'3""",296,1995-12-30T00:00:00,Virginia,4,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19966.png,,,CIN,2018,5,158,False,,,,,,
19967,,,Davontae,Harris,DB,Inactive,"5'11""",205,1995-01-21T00:00:00,Illinois State,6,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19967.png,,,CIN,2018,5,151,False,,,,,,
19968,,,Darius,Phillips,CB,Inactive,"5'10""",190,1995-06-26T00:00:00,Western Michigan,6,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19968.png,,,CIN,2018,5,170,False,45371,,,Darius Phillips,,
19970,,,Genard,Avery,DE,Inactive,"6'0""",250,1995-04-26T00:00:00,Memphis,7,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19970.png,14,,CLE,2018,5,150,False,,,,,,
19972,BUF,14,Mike,White,QB,Active,"6'5""",220,1995-03-25T00:00:00,Western Kentucky,6,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19972.png,7,749.0,DAL,2018,5,171,False,40534,741785,,Mike White,Mike White,4
19973,,,Troy,Fumagalli,TE,Inactive,"6'6""",248,1995-02-17T00:00:00,Wisconsin,5,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19973.png,,,DEN,2018,5,156,False,40746,742474,,Troy Fumagalli,Troy Fumagalli,
19976,SEA,1,Marquez,Valdes-Scantling,WR,Active,"6'4""",206,1994-10-10T00:00:00,South Florida,8,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19976.png,8,344.0,GB,2018,5,174,False,40647,742382,,Marquez Valdes-Scantling,Marquez Valdes-Scantling,30
19977,LAC,16,JK,Scott,P,Active,"6'5""",208,1995-10-30T00:00:00,Alabama,7,P,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19977.png,12,,GB,2018,5,172,False,,,,,,29
19979,,,Jordan,Wilkins,RB,Inactive,"6'1""",212,1994-07-18T00:00:00,Mississippi,5,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19979.png,,,IND,2018,5,169,False,41867,749205,,Jordan Wilkins,Jordan Wilkins,
19980,BUF,15,Deon,Cain,WR,Active,"6'2""",202,1996-08-09T00:00:00,Clemson,5,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19980.png,7,,IND,2018,6,185,False,62042,867754,,Deon Cain,Deon Cain,4
19981,,,Daurice,Fountain,WR,Inactive,"6'2""",210,1995-12-22T00:00:00,Northern Iowa,4,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19981.png,5,,IND,2018,5,159,False,83086,830751,,Daurice Fountain,Daurice Fountain,
19983,,,Scott,Quessenberry,C,Inactive,"6'4""",310,1995-03-23T00:00:00,UCLA,7,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19983.png,14,,LAC,2018,5,155,False,,,,,,
19985,TEN,69,Sebastian,Joseph-Day,DE,Active,"6'4""",310,1995-03-21T00:00:00,Rutgers,7,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19985.png,10,,LAR,2018,6,195,False,,,,,,34
19986,,,Micah,Kiser,LB,Inactive,"6'0""",244,1995-01-25T00:00:00,Virginia,6,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19986.png,,,LAR,2018,5,147,False,,,,,,
19987,PHI,50,Ogbo,Okoronkwo,DE,Active,"6'2""",253,1995-04-24T00:00:00,Oklahoma,8,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19987.png,9,,LAR,2018,5,160,False,,,,,,26
19988,LAC,83,Tyler,Conklin,TE,Active,"6'3""",248,1995-07-30T00:00:00,Central Michigan,8,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19988.png,12,260.0,MIN,2018,5,157,False,60451,861278,,Tyler Conklin,Tyler Conklin,29
19989,LV,8,Daniel,Carlson,K,Active,"6'5""",215,1995-01-23T00:00:00,Auburn,8,K,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19989.png,8,273.0,MIN,2018,5,167,False,40856,744439,,Daniel Carlson,Daniel Carlson,25
19990,,,Christian,Sam,LB,Inactive,"6'2""",240,1996-06-07T00:00:00,Arizona State,3,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19990.png,,,NE,2018,6,178,False,,,,,,
19993,HOU,91,Folorunso,Fatukasi,DT,Physically Unable to Perform,"6'4""",318,1995-03-04T00:00:00,Connecticut,8,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19993.png,6,,NYJ,2018,6,180,False,,,Out,,,13
19994,PHI,34,Parry,Nickerson,CB,Active,"5'10""",182,1994-10-11T00:00:00,Tulane,5,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19994.png,9,,NYJ,2018,6,179,False,,,,,,26
19997,,,Marcus,Allen,LB,Inactive,"6'2""",215,1996-08-07T00:00:00,Penn State,5,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19997.png,,,PIT,2018,5,148,False,,,,,,
19998,DET,72,Jamarco,Jones,OT,Active,"6'4""",315,1996-06-04T00:00:00,Ohio State,6,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19998.png,8,,SEA,2018,5,168,False,,,,,,11
19999,WAS,55,Jacob,Martin,DE,Active,"6'2""",242,1995-12-11T00:00:00,Temple,8,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19999.png,12,,SEA,2018,6,186,False,,,,,,35
20000,,,Marcell,Harris,LB,Inactive,"6'0""",208,1994-06-09T00:00:00,Florida,5,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20000.png,,,SF,2018,6,184,False,,,,,,
20001,,,Dane,Cruikshank,S,Inactive,"6'1""",210,1995-04-27T00:00:00,Arizona,6,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20001.png,12,,TEN,2018,5,152,False,,,,,,
20002,HOU,98,Tim,Settle Jr.,DT,Active,"6'3""",313,1997-07-11T00:00:00,Virginia Tech,8,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20002.png,6,,WAS,2018,5,163,False,,,,,,13
20003,,,Shaun Dion,Hamilton,LB,Inactive,"6'0""",235,1995-09-11T00:00:00,Alabama,5,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20003.png,,,WAS,2018,6,197,False,,,,,,
20006,SF,84,Russell,Gage Jr.,WR,Active,"6'0""",184,1996-01-22T00:00:00,LSU,7,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20006.png,14,748.0,ATL,2018,6,194,False,52916,822014,,Russell Gage Jr.,Russell Gage Jr.,31
20007,JAX,23,Foyesade,Oluokun,LB,Active,"6'2""",230,1995-08-02T00:00:00,Yale,8,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20007.png,8,,ATL,2018,6,200,False,,,,,,15
20008,LAC,75,Bradley,Bozeman,C,Active,"6'5""",325,1994-11-24T00:00:00,Alabama,8,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20008.png,12,,BAL,2018,6,215,False,,,,,,29
20009,,,Greg,Senat,OT,Inactive,"6'6""",305,1994-09-08T00:00:00,Wagner,5,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20009.png,,,BAL,2018,6,212,False,,,,,,
20010,,,Andre,Smith,ILB,Inactive,"6'0""",240,1997-04-20T00:00:00,North Carolina,5,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20010.png,14,,CAR,2018,7,234,False,,,,,,
20011,,,Javon,Wims,WR,Inactive,"6'4""",215,1994-09-11T00:00:00,Georgia,5,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20011.png,,,CHI,2018,7,224,False,71359,922039,,Javon Wims,Javon Wims,
20013,NO,11,Cedrick,Wilson Jr.,WR,Active,"6'2""",197,1995-11-20T00:00:00,Boise State,8,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20013.png,11,747.0,DAL,2018,6,208,False,69581,912061,,Cedrick Wilson Jr.,Cedrick Wilson Jr.,22
20018,,,Nick,Bawden,RB,Inactive,"6'2""",245,1996-06-22T00:00:00,San Diego State,7,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20018.png,14,,DET,2018,7,237,False,53967,823811,,Nick Bawden,Nick Bawden,
20020,,,Jordan,Thomas,TE,Inactive,"6'5""",280,1996-08-02T00:00:00,Mississippi State,4,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20020.png,12,,HOU,2018,6,211,False,71386,922092,,Jordan Thomas,Jordan Thomas,
20023,,,Matthew,Adams,LB,Inactive,"6'0""",230,1995-12-12T00:00:00,Houston,7,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20023.png,11,,IND,2018,7,221,False,,,,,,
20024,IND,44,Zaire,Franklin,LB,Active,"6'0""",235,1996-07-02T00:00:00,Syracuse,8,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20024.png,11,,IND,2018,7,235,False,,,,,,14
20027,,,Kahlil,McKenzie,G,Inactive,"6'3""",345,1997-01-03T00:00:00,Tennessee,4,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20027.png,,,KC,2018,6,198,False,,,,,,
20028,HOU,11,Tremon,Smith,CB,Active,"5'11""",190,1996-07-20T00:00:00,Central Arkansas,8,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20028.png,6,,KC,2018,6,196,False,,843049,,,Tremon Smith,13
20030,,,Travin,Howard,ILB,Inactive,"6'1""",219,1996-05-10T00:00:00,TCU,5,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20030.png,,,LAR,2018,7,231,False,,,,,,
20032,MIA,26,Cornell,Armstrong,CB,Active,"6'0""",185,1995-09-22T00:00:00,Southern Mississippi,7,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20032.png,12,,MIA,2018,6,209,False,,,,,,19
